Table Name,row,Default Priority,Longname,"description (appears as variable ""comment"" in CMIP6 netCDF files)",units,comment (not sure how this is used),"Notes, Corrections, & Questions",Notes/Questions category,Notes/Questions category (secondary),Notes/Questions category (tertiary),override default severity,# institutions reporting per out_name,# models reporting per out_name,error severity,CF Standard Name,original CMIP6 cell_methods,proposed modification of cell_methods,where rule,new cell_methods,"""where"" extraction","refine ""where"" extraction","""over"" extraction","refine ""over"" extraction","realm implied by ""over"" directive",areaLabelDD,areaLabelDD (more refined),new standard_name criteria for realm,new auto-assigned primary realm,"primary realm for ""nd"" and ""mr"" (by inspection)",composite primary realm,realmLabelDD,auto-assigned additional realm based on standard name,"concat auto-assigned additional realm based on ""over"" directive","expand secondary a and o to ap, ac,op, and oc",user-assigned additional realms,Secondary realm(s),realmsDD,CMIP6 attribute: positive,CMIP6 attribute: type,verticalLabelDD (preliminary),verticalLabelDD (secondary),"indicate ""surface snow"" variables",certain surface variables?,verticalLabelDD (tertiary),verticalLabelDD (by inspection),verticalLabelDD (final),verticalLabelDD (final),horizontalLabelDD,original CMIP6 dimensions,proposed change in dimensions,corrected CMIP6 dimensions,original CMOR entry label,original CMIP6 modeling_realm (1st listed is primary),original CMIP6 frequency,new frequency (intervalReportedDD),temporalLabelDD,cell_measures,"CMIP6 variable name (referred to as ""out_name""; also original ""root"" name)",original CMIP6 almost unique variable label,branded variable label (retaining old root names),proposed new roots,proposed branded variable label,length of old i.d.,length of branded name,larger by a factor of,new-old difference ,"1=ant/grn; 2=globe-avg; 3=dupl.; 4=diff; 5=mult,6= sampling, 7=other",duplicate branded variable names,CMIP6 original primary realm,CMIP6 original secondary realm,CMIP6 abbrev. Primary realm,CMIP6 abbrev. secondary realm,old & new primary realms different,new primary different from all old realms,old primary different from all new realms,variable registry root names,distinct root variable name,same std. name; different root variable name,distinct CMIP6 outnames,distinct standard names,why different variable root name needed?,use_stats variable identifier,corresponding row in use_stats table,download ranking,use_stats & this page consistency,"original: ""where"" extraction","original: refine ""where"" extraction","original: domain from ""where"" directive",,expanded frequency,temporal method,vertical coordinate information,horizontal coordinate information,"""area type"" restriction",definition_qualifier:  additional description of variable.,cleaned definition_qualifier (removing text in brackets from column just to the left),brand description: automatically generated based on branded variable information,"next-generation CMIP comment attribute for variable (constructed from original comment attribute appended to proposed ""definition_qualifier"" (NOTE: The text following the final ""::"" will need to be reviewed and edited.)",dataRegionDD,cleaned version of region,"preliminary long_name: replaces ""time"" with frequency reported ","long_name: adds to brand description both ""frequency"" and for non-global data, ""region"" labels",duplicate long names?,count number of variables with the same (old) label in rows above,table_id transferred from ESGF database,variable_id transferred from ESGF database,old variable label (from ESGF database),# models reporting variable listed in column DD,count number of variables consistent with ESGF label,# models reporting variable listed in column BH,unrequested variables,models/groups providing unrequested variables,variables that might change,subhr,1hr,3hr,6hr,day,mon,yr,dec,fx,all,,,3hr,6hrLev,6hrPlev,6hrPlevPt,AERday,AERhr,AERmon,AERmonZ,Amon,CF3hr,CFday,CFmon,CFsubhr,day,E1hr,E1hrClimMon,E3hr,E3hrPt,E6hrZ,Eday,EdayZ,Efx,Emon,EmonZ,Esubhr,Eyr,fx,IfxAnt,IfxGre,ImonAnt,ImonGre,IyrAnt,IyrGre,LImon,Lmon,Oclim,Oday,Odec,Ofx,Omon,Oyr,SIday,SImon,all,area type,,x,air,sea,land,sea_ice,ice_sheet,other,all,,priority 1,priority 2,priority 3,all,,,,,,,,,,,,,,,,,,,"length of original CMIP6 ""outname""","Exclude from variable registry.  No need to distinguish among variables in different ""regions"" (e.g., Antarctica and Greenland)",Modify dimensions.  No need for special horizontal coordinates. ,Modify dimensions.  Add or remove scalar coordinate.,Modify dimension.  Other,Check units.,Standard name issue.,Modiy root name.,"Deprecate? Eliminate one of ""point"" or ""mean"" variable options.",Depricate?  Few institutions contributed variable to CMIP6.,Eliminate or deprecate?  ,"Modify cell methods.  Include ""where air"".","Modify cell methods.  Include ""where sea"".",Modify cell methods.,number of correction/question error flags found,number of corrections/questions needing individual consideration,branding suffix,duplicate suffix?
Lmon,20,1,Carbon Mass in Vegetation,Carbon mass per unit area in vegetation.,kg m-2,0,"for consistency with, for example, cVegGrass, specify ""where vegetation""",cell4,,,,missing,missing,4,vegetation_carbon_content,area: mean where land time: mean,area: time: mean where vegetation,2,area: time: mean where vegetation,vegetation,vegetation,x,x,,lnd,veg,lnd,lnd,,lnd,lnd,,,,,,lnd,0,real,z0X,z0X,x,,z0c,,z0c,z0,hxy,longitude latitude time,,longitude latitude time,cVeg,land,mon,mon,tavg,area: areacella,cVeg,cVeg-Lmon,cVeg-mon-lnd-tavg-z0c-hxy,,cVeg_tavg-z0-hxy-veg,9,20,2.2,11,,,land,,ld,,1,1,1,cVeg,,,1234,895,,Lmon.cVeg,missing,x,error1,land time: mean,land,ld,ld --> lnd,monthly, time means,, reported on a 2-d spatial grid, where vegetation,,,vegetation carbon content: time means reported on a 2-d spatial grid where vegetation,Carbon mass per unit area in vegetation.,global,global,vegetation carbon content: monthly means reported on a 2-d spatial grid where vegetation,vegetation carbon content: monthly means reported on a 2-d spatial grid where vegetation,,0,,,-,,0,42,,,1,,,,,,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing,,,,,,,,,,other,,,,,,,,missing,,,missing,,,,,,,,,,,,,vegetation,z0,land time: mean,land,x,x,,ld,X,4,,,,,,,,,,,,,12:Modify cell methods?,1,1,tavg-z0-hxy-veg,yes
Eyr,15,1,Carbon Mass in Vegetation,Carbon mass per unit area in vegetation.,kg m-2,0,"for consistency with, for example, cVegGrass, specify ""where vegetation""",cell4,,,,missing,missing,4,vegetation_carbon_content,area: mean where land time: point,area: mean where vegetation time: point,2,area: mean where vegetation time: point,vegetation,vegetation,x,x,,lnd,veg,lnd,lnd,,lnd,lnd,,,,,,lnd,0,real,z0X,z0X,x,,z0c,,z0c,z0,hxy,longitude latitude time1,,longitude latitude time1,cVeg,land,yrPt,yr,tpt,area: areacella,cVeg,cVeg-Eyr,cVeg-yr-lnd-tpt-z0c-hxy,,cVeg_tpt-z0-hxy-veg,8,19,2.4,11,,,land,,ld,,1,1,1,cVeg,1,,1234,895,,Eyr.cVeg,missing,x,error1,land time: point,land,ld,ld --> lnd,annual, synoptic samples,, reported on a 2-d spatial grid, where vegetation,,,vegetation carbon content: synoptic samples reported on a 2-d spatial grid where vegetation,Carbon mass per unit area in vegetation.,global,global,vegetation carbon content: annual synoptic samples reported on a 2-d spatial grid where vegetation,vegetation carbon content: annual synoptic samples reported on a 2-d spatial grid where vegetation,,0,,,-,,0,12,,,1,,,,,,,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,,,,,other,,,,,,,,missing,,,missing,,,,,,,,,,,,,vegetation,z0,land time: point,land,x,x,,ld,X,4,,,,,,,,,,,,,12:Modify cell methods?,1,1,tpt-z0-hxy-veg,
Emon,56,2,Carbon Mass in Vegetation on Grass Tiles,"""Content"" indicates a quantity per unit area. ""Vegetation"" means any plants e.g. trees, shrubs, grass. Plants are autotrophs i.e. ""producers"" of biomass using carbon obtained from carbon dioxide.",kg m-2,0,,cell1,root,,,missing,missing,2,vegetation_carbon_content,area: time: mean where natural_grasses (comment: mask=grassFrac),area: time: mean where natural_grasses,2,area: time: mean where natural_grasses,natural_grasses,natural_grasses,x,x,,lnd,ng,lnd,lnd,,lnd,lnd,,,,,,lnd,0,real,z0X,z0X,x,,z0c,,z0c,z0,hxy,longitude latitude time,,longitude latitude time,cVegGrass,land,mon,mon,tavg,area: areacella,cVegGrass,cVegGrass-Emon,cVegGrass-mon-lnd-tavg-z0c-hxy,cVeg,cVeg_tavg-z0-hxy-ng,14,19,1.4,5,,,land,,ld,,1,1,1,cVeg,1,,1235,895,,Emon.cVegGrass,missing,x,,natural_grasses (comment: mask=grassFrac),natural_grasses,ld,ld --> lnd,monthly, time means,, reported on a 2-d spatial grid, where natural_grasses,,,vegetation carbon content: time means reported on a 2-d spatial grid where natural_grasses,"""Content"" indicates a quantity per unit area. ""Vegetation"" means any plants e.g. trees, shrubs, grass. Plants are autotrophs i.e. ""producers"" of biomass using carbon obtained from carbon dioxide.",global,global,vegetation carbon content: monthly means reported on a 2-d spatial grid where natural_grasses,vegetation carbon content: monthly means reported on a 2-d spatial grid where natural_grasses,,0,,,-,,0,14,,,2,,,,,,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,,,,,,,,other,,,,,,,,missing,,,,missing,,,,,,,,,,,,natural_grasses,z0,natural_grasses (comment: mask=grassFrac),natural_grasses,x,x,,ld,X,9,,,,,,,6:Modify variable root.,,,,,,12:Modify cell methods?,2,2,tavg-z0-hxy-ng,yes
Eyr,11,1,Carbon in Vegetation on Land-Use Tiles,end of year values (not annual mean),kg m-2,0,,,root,,,missing,missing,2,vegetation_carbon_content,area: mean where sector time: point,,2,area: mean where sector time: point,sector,sector,x,x,,lnd,lus,lnd,lnd,,lnd,lnd,,,,,,lnd,0,real,z0X,z0X,x,,z0c,,z0c,z0,hxy,longitude latitude landUse time1,,longitude latitude landUse time1,cVegLut,land,yrPt,yr,tpt,area: areacella,cVegLut,cVegLut-Eyr,cVegLut-yr-lnd-tpt-z0c-hxy,cVeg,cVeg_tpt-z0-hxy-lus,11,19,1.7,8,,,land,,ld,,1,1,1,cVeg,1,,1236,895,,Eyr.cVegLut,missing,x,error1,sector time: point,sector,ld,ld --> lnd,annual, synoptic samples,, reported on a 2-d spatial grid, where sector,,,vegetation carbon content: synoptic samples reported on a 2-d spatial grid where sector,end of year values (not annual mean),global,global,vegetation carbon content: annual synoptic samples reported on a 2-d spatial grid where sector,vegetation carbon content: annual synoptic samples reported on a 2-d spatial grid where sector,,0,,,-,,0,12,,,0,,,,,,,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,,,,,other,,,,,,,,missing,,,missing,,,,,,,,,,,,,sector,z0,sector time: point,sector,x,x,,ld,X,7,,,,,,,6:Modify variable root.,,,,,,,1,1,tpt-z0-hxy-lus,yes
Emon,55,2,Carbon Mass in Vegetation on Shrub Tiles,"""Content"" indicates a quantity per unit area. ""Vegetation"" means any plants e.g. trees, shrubs, grass. Plants are autotrophs i.e. ""producers"" of biomass using carbon obtained from carbon dioxide.",kg m-2,0,,cell1,root,,,missing,missing,2,vegetation_carbon_content,area: time: mean where shrubs (comment: mask=shrubFrac),area: time: mean where shrubs,2,area: time: mean where shrubs,shrubs,shrubs,x,x,,lnd,shb,lnd,lnd,,lnd,lnd,,,,,,lnd,0,real,z0X,z0X,x,,z0c,,z0c,z0,hxy,longitude latitude time,,longitude latitude time,cVegShrub,land,mon,mon,tavg,area: areacella,cVegShrub,cVegShrub-Emon,cVegShrub-mon-lnd-tavg-z0c-hxy,cVeg,cVeg_tavg-z0-hxy-shb,14,20,1.4,6,,,land,,ld,,1,1,1,cVeg,1,,1237,895,,Emon.cVegShrub,missing,x,,shrubs (comment: mask=shrubFrac),shrubs,ld,ld --> lnd,monthly, time means,, reported on a 2-d spatial grid, where shrubs,,,vegetation carbon content: time means reported on a 2-d spatial grid where shrubs,"""Content"" indicates a quantity per unit area. ""Vegetation"" means any plants e.g. trees, shrubs, grass. Plants are autotrophs i.e. ""producers"" of biomass using carbon obtained from carbon dioxide.",global,global,vegetation carbon content: monthly means reported on a 2-d spatial grid where shrubs,vegetation carbon content: monthly means reported on a 2-d spatial grid where shrubs,,0,,,-,,0,11,,,2,,,,,,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,,,,,,,,other,,,,,,,,missing,,,,missing,,,,,,,,,,,,shrubs,z0,shrubs (comment: mask=shrubFrac),shrubs,x,x,,ld,X,9,,,,,,,6:Modify variable root.,,,,,,12:Modify cell methods?,2,2,tavg-z0-hxy-shb,yes
Emon,54,2,Carbon Mass in Vegetation on Tree Tiles,"""Content"" indicates a quantity per unit area. ""Vegetation"" means any plants e.g. trees, shrubs, grass. Plants are autotrophs i.e. ""producers"" of biomass using carbon obtained from carbon dioxide.",kg m-2,0,,cell1,root,,,missing,missing,2,vegetation_carbon_content,area: time: mean where trees (comment: mask=treeFrac),area: time: mean where trees,2,area: time: mean where trees,trees,trees,x,x,,lnd,tree,lnd,lnd,,lnd,lnd,,,,,,lnd,0,real,z0X,z0X,x,,z0c,,z0c,z0,hxy,longitude latitude time,,longitude latitude time,cVegTree,land,mon,mon,tavg,area: areacella,cVegTree,cVegTree-Emon,cVegTree-mon-lnd-tavg-z0c-hxy,cVeg,cVeg_tavg-z0-hxy-tree,13,21,1.6,8,,,land,,ld,,1,1,1,cVeg,1,,1238,895,,Emon.cVegTree,missing,x,,trees (comment: mask=treeFrac),trees,ld,ld --> lnd,monthly, time means,, reported on a 2-d spatial grid, where trees,,,vegetation carbon content: time means reported on a 2-d spatial grid where trees,"""Content"" indicates a quantity per unit area. ""Vegetation"" means any plants e.g. trees, shrubs, grass. Plants are autotrophs i.e. ""producers"" of biomass using carbon obtained from carbon dioxide.",global,global,vegetation carbon content: monthly means reported on a 2-d spatial grid where trees,vegetation carbon content: monthly means reported on a 2-d spatial grid where trees,,0,,,-,,0,14,,,2,,,,,,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,,,,,,,,other,,,,,,,,missing,,,,missing,,,,,,,,,,,,trees,z0,trees (comment: mask=treeFrac),trees,x,x,,ld,X,8,,,,,,,6:Modify variable root.,,,,,,12:Modify cell methods?,2,2,tavg-z0-hxy-tree,yes
Emon,8,2,Mass of 13C in Vegetation,"Carbon-13 mass content per unit area in vegetation (any living plants e.g. trees, shrubs, grass).",kg m-2,0,"for consistency with other, similar variables, specify ""where vegetation""",cell4,,,,missing,missing,4,vegetation_mass_content_of_13C,area: mean where land time: mean,area: time: mean where vegetation,2,area: time: mean where vegetation,vegetation,vegetation,x,x,,lnd,veg,lnd,lnd,,lnd,lnd,,,,,,lnd,0,real,z0X,z0X,x,,z0c,,z0c,z0,hxy,longitude latitude time,,longitude latitude time,c13Veg,land,mon,mon,tavg,area: areacella,c13Veg,c13Veg-Emon,c13Veg-mon-lnd-tavg-z0c-hxy,,c13Veg_tavg-z0-hxy-veg,11,22,2.0,11,,,land,,ld,,1,1,1,c13Veg,,,1239,896,,Emon.c13Veg,missing,x,,land time: mean,land,ld,ld --> lnd,monthly, time means,, reported on a 2-d spatial grid, where vegetation,,,vegetation mass content of 13C: time means reported on a 2-d spatial grid where vegetation,"Carbon-13 mass content per unit area in vegetation (any living plants e.g. trees, shrubs, grass).",global,global,vegetation mass content of 13C: monthly means reported on a 2-d spatial grid where vegetation,vegetation mass content of 13C: monthly means reported on a 2-d spatial grid where vegetation,,0,,,-,,0,4,,,1,,,,,,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,,,,,,,,other,,,,,,,,missing,,,,missing,,,,,,,,,,,,vegetation,z0,land time: mean,land,x,x,,ld,X,6,,,,,,,,,,,,,12:Modify cell methods?,1,1,tavg-z0-hxy-veg,yes
Emon,5,2,Mass of 14C in Vegetation,"Carbon-14 mass content per unit area in vegetation (any living plants e.g. trees, shrubs, grass).",kg m-2,only requested for DECK HIST,"for consistency with other, similar variables, specify ""where vegetation""",cell4,,,,missing,missing,4,vegetation_mass_content_of_14C,area: mean where land time: mean,area: time: mean where vegetation,2,area: time: mean where vegetation,vegetation,vegetation,x,x,,lnd,veg,lnd,lnd,,lnd,lnd,,,,,,lnd,0,real,z0X,z0X,x,,z0c,,z0c,z0,hxy,longitude latitude time,,longitude latitude time,c14Veg,land,mon,mon,tavg,area: areacella,c14Veg,c14Veg-Emon,c14Veg-mon-lnd-tavg-z0c-hxy,,c14Veg_tavg-z0-hxy-veg,11,22,2.0,11,,,land,,ld,,1,1,1,c14Veg,,,1240,897,,Emon.c14Veg,missing,x,,land time: mean,land,ld,ld --> lnd,monthly, time means,, reported on a 2-d spatial grid, where vegetation,,,vegetation mass content of 14C: time means reported on a 2-d spatial grid where vegetation,"Carbon-14 mass content per unit area in vegetation (any living plants e.g. trees, shrubs, grass).",global,global,vegetation mass content of 14C: monthly means reported on a 2-d spatial grid where vegetation,vegetation mass content of 14C: monthly means reported on a 2-d spatial grid where vegetation,,0,,,-,,0,4,,,1,,,,,,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,,,,,,,,other,,,,,,,,missing,,,,missing,,,,,,,,,,,,vegetation,z0,land time: mean,land,x,x,,ld,X,6,,,,,,,,,,,,,12:Modify cell methods?,1,1,tavg-z0-hxy-veg,yes
Emon,293,1,Nitrogen Mass in Vegetation,Report missing data over ocean grid cells. For fractional land report value averaged over the land fraction.,kg m-2,0,"for consistency with other, similar variables, specify ""where vegetation""",cell4,,,,missing,missing,4,vegetation_mass_content_of_nitrogen,area: mean where land time: mean,area: time: mean where vegetation,2,area: time: mean where vegetation,vegetation,vegetation,x,x,,lnd,veg,lnd,lnd,,lnd,lnd,,,,,,lnd,0,real,z0X,z0X,x,,z0c,,z0c,z0,hxy,longitude latitude time,,longitude latitude time,nVeg,land,mon,mon,tavg,area: areacella,nVeg,nVeg-Emon,nVeg-mon-lnd-tavg-z0c-hxy,,nVeg_tavg-z0-hxy-veg,9,20,2.2,11,,,land,,ld,,1,1,1,nVeg,,,1241,898,,Emon.nVeg,missing,x,error1,land time: mean,land,ld,ld --> lnd,monthly, time means,, reported on a 2-d spatial grid, where vegetation,,,vegetation mass content of nitrogen: time means reported on a 2-d spatial grid where vegetation,Report missing data over ocean grid cells. For fractional land report value averaged over the land fraction.,global,global,vegetation mass content of nitrogen: monthly means reported on a 2-d spatial grid where vegetation,vegetation mass content of nitrogen: monthly means reported on a 2-d spatial grid where vegetation,,0,,,-,,0,19,,,1,,,,,,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,,,,,,,,other,,,,,,,,missing,,,missing,,,,,,,,,,,,,vegetation,z0,land time: mean,land,x,x,,ld,X,4,,,,,,,,,,,,,12:Modify cell methods?,1,1,tavg-z0-hxy-veg,yes
Omon,134,2,Virtual Salt Flux Correction,It is set to zero in models which receive a real water flux.,kg m-2 s-1,0,,,,,,missing,missing,,virtual_salt_flux_correction,area: mean where sea time: mean,,2,area: mean where sea time: mean,sea,sea,x,x,,o,sea,nd,o,,o,op,,,,,,op,0,real,z0X,z0X,x,,z0X,z0f,z0f,z0,hxy,longitude latitude time,,longitude latitude time,vsfcorr,ocean,mon,mon,tavg,area: areacello,vsfcorr,vsfcorr-Omon,vsfcorr-mon-op-tavg-z0f-hxy,,vsfcorr_tavg-z0-hxy-sea,12,23,1.9,11,,,ocean,,op,,0,,,vsfcorr,,,1242,899,,Omon.vsfcorr,missing,x,,sea time: mean,sea,o,,monthly, time means,, reported on a 2-d spatial grid, where sea,,,virtual salt flux correction: time means reported on a 2-d spatial grid where sea,It is set to zero in models which receive a real water flux.,global,global,virtual salt flux correction: monthly means reported on a 2-d spatial grid where sea,virtual salt flux correction: monthly means reported on a 2-d spatial grid where sea,,0,,,-,,0,2,,,0,,,,,,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing,,,,,sea,,,,missing,,,,,,,,missing,,,,,,,,,,,,sea,z0,sea time: mean,sea,x,x,,o,,7,,,,,,,,,,,,,,0,0,tavg-z0-hxy-sea,yes
Omon,133,2,Virtual Salt Flux into Sea Water,It is set to zero in models which receive a real water flux.,kg m-2 s-1,0,,,,,,missing,missing,,virtual_salt_flux_into_sea_water,area: mean where sea time: mean,,2,area: mean where sea time: mean,sea,sea,x,x,,o,sea,o,o,,o,op,,,,,,op,0,real,z0X,z0X,x,,z0X,z0f,z0f,z0,hxy,longitude latitude time,,longitude latitude time,vsf,ocean,mon,mon,tavg,area: areacello,vsf,vsf-Omon,vsf-mon-op-tavg-z0f-hxy,,vsf_tavg-z0-hxy-sea,8,19,2.4,11,,,ocean,,op,,0,,,vsf,,,1243,900,,Omon.vsf,missing,x,,sea time: mean,sea,o,,monthly, time means,, reported on a 2-d spatial grid, where sea,,,virtual salt flux into sea water: time means reported on a 2-d spatial grid where sea,It is set to zero in models which receive a real water flux.,global,global,virtual salt flux into sea water: monthly means reported on a 2-d spatial grid where sea,virtual salt flux into sea water: monthly means reported on a 2-d spatial grid where sea,,0,,,-,,0,12,,,0,,,,,,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing,,,,,sea,,,,missing,,,,,,,,missing,,,,,,,,,,,,sea,z0,sea time: mean,sea,x,x,,o,,3,,,,,,,,,,,,,,0,0,tavg-z0-hxy-sea,yes
Omon,130,2,Virtual Salt Flux into Sea Water Due to Evaporation,zero for models using real water fluxes.,kg m-2 s-1,0,,,,,,missing,missing,,virtual_salt_flux_into_sea_water_due_to_evaporation,area: mean where sea time: mean,,2,area: mean where sea time: mean,sea,sea,x,x,,o,sea,o,o,,o,op,,,,,,op,0,real,z0X,z0X,x,,z0X,z0f,z0f,z0,hxy,longitude latitude time,,longitude latitude time,vsfevap,ocean,mon,mon,tavg,area: areacello,vsfevap,vsfevap-Omon,vsfevap-mon-op-tavg-z0f-hxy,,vsfevap_tavg-z0-hxy-sea,12,23,1.9,11,,,ocean,,op,,0,,,vsfevap,,,1244,901,,Omon.vsfevap,missing,x,,sea time: mean,sea,o,,monthly, time means,, reported on a 2-d spatial grid, where sea,,,virtual salt flux into sea water due to evaporation: time means reported on a 2-d spatial grid where sea,zero for models using real water fluxes.,global,global,virtual salt flux into sea water due to evaporation: monthly means reported on a 2-d spatial grid where sea,virtual salt flux into sea water due to evaporation: monthly means reported on a 2-d spatial grid where sea,,0,,,-,,0,4,,,0,,,,,,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing,,,,,sea,,,,missing,,,,,,,,missing,,,,,,,,,,,,sea,z0,sea time: mean,sea,x,x,,o,,7,,,,,,,,,,,,,,0,0,tavg-z0-hxy-sea,yes
Omon,129,2,Virtual Salt Flux into Sea Water Due to Rainfall,zero for models using real water fluxes.,kg m-2 s-1,0,,,,,,missing,missing,,virtual_salt_flux_into_sea_water_due_to_rainfall,area: mean where sea time: mean,,2,area: mean where sea time: mean,sea,sea,x,x,,o,sea,o,o,,o,op,,,,,,op,0,real,z0X,z0X,x,,z0X,z0f,z0f,z0,hxy,longitude latitude time,,longitude latitude time,vsfpr,ocean,mon,mon,tavg,area: areacello,vsfpr,vsfpr-Omon,vsfpr-mon-op-tavg-z0f-hxy,,vsfpr_tavg-z0-hxy-sea,10,21,2.1,11,,,ocean,,op,,0,,,vsfpr,,,1245,902,,Omon.vsfpr,missing,x,,sea time: mean,sea,o,,monthly, time means,, reported on a 2-d spatial grid, where sea,,,virtual salt flux into sea water due to rainfall: time means reported on a 2-d spatial grid where sea,zero for models using real water fluxes.,global,global,virtual salt flux into sea water due to rainfall: monthly means reported on a 2-d spatial grid where sea,virtual salt flux into sea water due to rainfall: monthly means reported on a 2-d spatial grid where sea,,0,,,-,,0,4,,,0,,,,,,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing,,,,,sea,,,,missing,,,,,,,,missing,,,,,,,surface,XXXXXXXX,surface,,,sea,z0,sea time: mean,sea,x,x,,o,,5,,,,,,,,,,,,,,0,0,tavg-z0-hxy-sea,yes
Omon,132,2,Virtual Salt Flux into Sea Water Due to Sea Ice Thermodynamics,This variable measures the virtual salt flux into sea water due to the melting of sea ice. It is set to zero in models which receive a real water flux.,kg m-2 s-1,0,,,,,,missing,missing,,virtual_salt_flux_into_sea_water_due_to_sea_ice_thermodynamics,area: mean where sea time: mean,,2,area: mean where sea time: mean,sea,sea,x,x,,o,sea,si,o,,o,op,si,si,si,,si,op si,0,real,z0X,z0X,x,,z0X,z0f,z0f,z0,hxy,longitude latitude time,,longitude latitude time,vsfsit,ocean seaIce,mon,mon,tavg,area: areacello,vsfsit,vsfsit-Omon,vsfsit-mon-op-tavg-z0f-hxy,,vsfsit_tavg-z0-hxy-sea,11,22,2.0,11,,,ocean,seaIce,op,si,0,,,vsfsit,,,1246,903,,Omon.vsfsit,missing,x,,sea time: mean,sea,o,,monthly, time means,, reported on a 2-d spatial grid, where sea,,,virtual salt flux into sea water due to sea ice thermodynamics: time means reported on a 2-d spatial grid where sea,This variable measures the virtual salt flux into sea water due to the melting of sea ice. It is set to zero in models which receive a real water flux.,global,global,virtual salt flux into sea water due to sea ice thermodynamics: monthly means reported on a 2-d spatial grid where sea,virtual salt flux into sea water due to sea ice thermodynamics: monthly means reported on a 2-d spatial grid where sea,,0,,,-,,0,9,,,0,,,,,,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing,,,,,sea,,,,missing,,,,,,,,missing,,,,,,,surface,XXXXXXXX,surface,,,sea,z0,sea time: mean,sea,x,x,,o,,6,,,,,,,,,,,,,,0,0,tavg-z0-hxy-sea,yes
Omon,131,2,Virtual Salt Flux into Sea Water from Rivers,zero for models using real water fluxes.,kg m-2 s-1,0,,,,,,missing,missing,,virtual_salt_flux_into_sea_water_from_rivers,area: mean where sea time: mean,,2,area: mean where sea time: mean,sea,sea,x,x,,o,sea,o,o,,o,op,,,,,,op,0,real,z0X,z0X,x,,z0X,z0f,z0f,z0,hxy,longitude latitude time,,longitude latitude time,vsfriver,ocean,mon,mon,tavg,area: areacello,vsfriver,vsfriver-Omon,vsfriver-mon-op-tavg-z0f-hxy,,vsfriver_tavg-z0-hxy-sea,13,24,1.8,11,,,ocean,,op,,0,,,vsfriver,,,1247,904,,Omon.vsfriver,missing,x,,sea time: mean,sea,o,,monthly, time means,, reported on a 2-d spatial grid, where sea,,,virtual salt flux into sea water from rivers: time means reported on a 2-d spatial grid where sea,zero for models using real water fluxes.,global,global,virtual salt flux into sea water from rivers: monthly means reported on a 2-d spatial grid where sea,virtual salt flux into sea water from rivers: monthly means reported on a 2-d spatial grid where sea,,0,,,-,,0,4,,,0,,,,,,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing,,,,,sea,,,,missing,,,,,,,,missing,,,,,,,,,,,,sea,z0,sea time: mean,sea,x,x,,o,,8,,,,,,,,,,,,,,0,0,tavg-z0-hxy-sea,yes
